Label,Frequency
customer information,1
style sheets,1
electronic documents,1
word sense,1
text mining techniques,1
text document,1
textual data,1
biomedical text,1
text data,1
text representation,1
document representation,1
document similarity,1
customer review,1
online products,1
semantic orientation,1
polarity classification,1
text clustering,1
relation extraction,1
automatic text summarization,1
automatic summarization,1
sentence extraction,1
inverse document frequency,1
document frequency,1
document classification,1
textual entailment,1
text classifiers,1
reuters-21578,1
term weighting,1
text classification methods,1
document categorization,1
text feature,1
training documents,1
multi-label,1
knn,1
bayes classifier,1
text recognition,1
text localization,1
scene text,1
natural scene images,1
free texts,1
k-nn classifier,1
text input,1
data abstraction,1
translation systems,1
telluric prospecting,1
speech translation,1
smt systems,1
phrase-based statistical machine translation,1
statistical machine translation system,1
word alignment,1
language pairs,1
bilingual corpora,1
source language,1
n-gram models,1
chinese word segmentation,1
string matching algorithm,1
approximate string matching,1
natural language text,1
lexical resources,1
k nearest neighbor algorithm,1
information extraction systems,1
web information extraction,1
extracting information,1
information extraction techniques,1
dom tree,1
speech transcriptions,1
speech-to-speech translation,1
automatic evaluation,1
vocoders,1
relative reduction,1
broadcast news,1
lvcsr,1
language model adaptation,1
translation process,1
automatic translation,1
bilingual dictionary,1
human evaluation,1
parallel text,1
english sentences,1
grammatical evolution,1
grammar induction,1
formal grammars,1
attribute grammars,1
natural language generation,1
controlled vocabulary,1
umls,1
subject headings,1
parse trees,1
pos taggers,1
natural language understanding,1
syntactic analysis,1
syntactic parsing,1
parsing,1
natural language queries,1
controlled natural language,1
name recognition,1
sequence labeling,1
qa system,1
question classification,1
answer extraction,1
natural language questions,1
passage retrieval,1
complex questions,1
n-gram language models,1
syntactic structure,1
syntactic features,1
syntactic information,1
treebanks,1
synsets,1
lexical database,1
lexical semantics,1
dialogue manager,1
spoken dialogue,1
spoken language understanding,1
semantic distance,1
word similarity,1
concept similarity,1
sentence similarity,1
hownet,1
visual similarity,1
pseudo relevance feedback,1
information retrieval technology,1
statistical language models,1
statistical language modeling,1
parsing algorithm,1
dependency trees,1
relevance models,1
chinese language,1
cellular automaton models,1
learning automata,1
nondeterministic finite automaton,1
regular-expression matching,1
hybrid automata,1
two-dimensional cellular automata,1
finite state automata,1
finite automaton,1
nondeterministic automata,1
program translators,1
quantum-dot cellular automata,1
complexity class,1
complexity classes,1
concrete syntax,1
syntactic pattern recognition,1
lambda calculus,1
generic programming,1
type class,1
combinators,1
monads,1
lazy evaluation,1
higher-order functions,1
recursion schemes,1
functional programming languages,1
continuous speech,1
pitch contours,1
pitch estimation,1
pitch period,1
error rate (er),1
acoustic modelling,1
tts systems,1
speech emotion recognition,1
language modelling,1
maximum mutual information,1
minimum classification error,1
maximum likelihood linear regression,1
clean speech,1
speech enhancement methods,1
weighted finite-state transducers,1
model languages,1
modelling language,1
retrieval effectiveness,1
quantum gates,1
finite state machines (fsm),1
state assignment,1
protocol testing,1
dfa,1
abstract state machines,1
uml state machine,1
finite state machine (fsm),1
finite-state machines,1
extended finite state machine,1
fsm,1
regular language,1
system under test,1
transition faults,1
stuck-at faults,1
automatic test generation,1
fault simulation,1
test pattern,1
synchronous sequential circuits,1
sequential estimation,1
benchmark circuits,1
test-data volume,1
test compression,1
non-determinism,1
context-free,1
chomsky hierarchy,1
recursively enumerable languages,1
query log analysis,1
query recommendations,1
query suggestion,1
query terms,1
ajax,1
dynamic languages,1
web programming,1
css,1
scripting languages,1
web security,1
webgl,1
python,1
high-level programming language,1
object-oriented languages,1
dependent types,1
constraint logic programming,1
interpreter,1
partial evaluation,1
abstract domains,1
static analyzers,1
handwritten word recognition,1
large vocabulary speech recognition,1
printed texts,1
handwritten words,1
off-line handwritten,1
circumscription,1
defeasible logic,1
defeasible reasoning,1
equivalence problem,1
equivalence checking,1
feature function,1
concept detection,1
semantic images,1
low-level image features,1
cbir system,1
semantic data,1
tag-based,1
social bookmarking,1
web 2.0 applications,1
social software,1
mediawiki,1
collaborative writing,1
mashup,1
enterprise 2.0,1
web 2.0 technologies,1
wikis,1
dbpedia,1
rdf graph,1
sparql queries,1
architecture viewpoint,1
multi-view consistency,1
multiple views,1
virtual view,1
mvc,1
3d video coding,1
multi-view image,1
multi-view learning,1
multi-view stereo,1
2d video,1
stereoscopic video,1
stereo video,1
3d content,1
auto stereoscopic,1
parallax barriers,1
holographic displays,1
vergences,1
semantic search engines,1
sparql,1
semantic web rule languages,1
automatic service composition,1
user information,1
knowledge engineers,1
rule basis,1
ai planning,1
semantic web service discovery,1
owl-s,1
web service description,1
web services discovery,1
semantic heterogeneity,1
automatic transcription,1
supervised machine learning,1
background knowledge,1
propositional formulas,1
boolean operations,1
semi-tensor product,1
pre-conditions,1
automated reasoning,1
formal semantics,1
proof obligations,1
formal modelling,1
formal modeling,1
formal approach,1
formal framework,1
communicating sequential processes,1
communicating sequential process,1
model-checking techniques,1
automatic verification,1
verification tools,1
z notation,1
formal specification language,1
safety critical software,1
java pathfinder,1
state-space explosion,1
promela,1
safety properties,1
model-driven software development,1
model to model transformation,1
mde,1
web application development,1
rich internet applications,1
qvt,1
input models,1
transformation rules,1
graph rewriting,1
computation tree logic,1
linear time temporal logic,1
verification process,1
ltl model-checking,1
state-space reduction,1
partial order reductions,1
consistency checking,1
probabilistic model checking,1
concurrent systems,1
model checkers,1
verification techniques,1
execution paths,1
verification method,1
branching time,1
liveness properties,1
sequential programs,1
c programs,1
uml 2.0,1
discrete time markov chains,1
probabilistic systems,1
conformance checking,1
ltl,1
periodic tasks,1
real-time embedded systems,1
wcet,1
worst-case execution time analysis,1
instruction caches,1
earliest deadline first,1
distributed real time system,1
static timing analysis,1
statistical static timing analysis,1
centralized scheduling,1
view-dependent,1
schedulability test,1
real-time scheduling algorithms,1
fixed priorities,1
worst case response time,1
response-time analysis,1
fixed priority scheduling,1
rate-monotonic,1
multi processor scheduling,1
pre-emptive scheduling,1
rtos,1
cps,1
multi-processor platforms,1
safety critical applications,1
real-time specification for javas,1
energy-aware scheduling,1
dynamic power management,1
timing constraints,1
information system architecture,1
real time service,1
embedded application,1
vliw,1
vliw processor,1
instruction scheduling,1
modulo scheduling,1
memory allocation,1
supervisory controllers,1
supervisory control theory,1
supervisory control and data acquisition,1
genetic network programming,1
common object request broker architecture,1
multi-core platforms,1
address translation,1
heterogeneous multiprocessors,1
embedded computing,1
switched ethernet,1
head related transfer function,1
audio segmentation,1
digital audio,1
audio applications,1
audio processing,1
class d amplifier,1
audio quality,1
audio fingerprinting,1
spatial audio,1
audio signals,1
affine projections,1
audio codecs,1
audio compression,1
psychoacoustic model,1
audio,1
audio data,1
central processing unit,1
ieee802.11,1
synchronization protocols,1
teleconference,1
videoconferencing,1
dvfs,1
critical sections,1
real time streaming,1
diagnosability,1
multi processor architecture,1
formal proofs,1
deadlock detection,1
race detection,1
domain theory,1
structural operational semantics,1
algebraic laws,1
continuous time markov chain,1
common spatial patterns,1
tool support,1
gui testing,1
test data generation,1
points-to analysis,1
graph transformation system,1
coherence protocol,1
constraint solvers,1
sequential consistency,1
variability management,1
product derivation,1
core asset,1
product line architecture,1
application engineering,1
product variants,1
pointcut,1
aop,1
cross-cutting,1
cross-cutting concerns,1
refactoring tools,1
code smell,1
code fragments,1
automated theorem proving,1
lambda-calculus,1
markov logic networks,1
first-order formulas,1
finite structures,1
finite model theory,1
proof system,1
dynamic program analysis,1
program dependence graph,1
dynamic slicing,1
erlang,1
reactive programming,1
parametric polymorphism,1
type safety,1
session types,1
system f,1
intersection types,1
type errors,1
language design,1
fca,1
galois connection,1
complete lattices,1
answer set semantics,1
well founded semantics,1
termination analysis,1
disjunctive logic programs,1
action language,1
reasoning about actions,1
knowledge representation and reasoning,1
reasoning,1
argumentation semantics,1
argumentation systems,1
dialogue,1
relational learning,1
statistical relational learning,1
ilp,1
cognitive science,1
probability of false alarm,1
licensed users,1
false alarm probability,1
spectrum availability,1
cognitive radio technologies,1
radio spectra,1
wideband spectrum,1
cr system,1
noise power,1
sensing schemes,1
energy detector,1
missed detections,1
ieee 802.22,1
double threshold,1
noncoherent detection,1
non-coherent receivers,1
uwb receivers,1
sensing performance,1
cooperative sensing,1
time of arrival estimation,1
hard decisions,1
local sensing,1
sensing accuracy,1
sensing information,1
local decisions,1
secondary system,1
radio environment,1
wireless microphone,1
dynamic spectrum,1
clock-jitter,1
clock recovery,1
local sensors,1
decentralized detection,1
spectrum efficiency,1
secondary networks,1
sample covariance matrix,1
spectrum measurement,1
psychology computing,1
robot interactions,1
instrumentation and control,1
human emotion,1
master-slave systems,1
social robotics,1
human-human interactions,1
human-robot interface,1
human-robot communication,1
human-robot collaboration,1
nonverbal behavior,1
interactive communications,1
emotion expression,1
robot behavior,1
communication robot,1
hmi,1
nuclear reactor accidents,1
pressurized water reactors,1
human system interface,1
nuclear plant,1
inverted pendulum model,1
imitation learning,1
full body,1
whole-body motion,1
walking motion,1
robot hand,1
motion generation,1
heterogeneous robots,1
biped walking,1
dynamic walking,1
stable walking,1
gait planning,1
walking pattern,1
passive dynamic walking,1
walking gait,1
biped walking robots,1
zmp,1
walking control,1
bipedal locomotion,1
legged locomotion,1
locomotion control,1
human locomotions,1
soccer robot,1
tactile information,1
robot motion,1
programming by demonstration,1
learning from demonstration,1
robotic hands,1
human motion analysis,1
motion capture data,1
human motion data,1
motion capture system,1
human motion tracking,1
human motion recognition,1
motion synthesis,1
motion sequences,1
human motion capture,1
known environments,1
service robotics,1
mobile service robots,1
motion planners,1
task planning,1
robot dynamics,1
robot teams,1
single robots,1
suction cup,1
joint limits,1
avoid obstacles,1
avoiding obstacle,1
visual slam,1
mobile manipulation,1
mobile base,1
micro robotics,1
robot audition,1
modular robotics,1
underwater construction,1
unmanned underwater vehicles,1
auv,1
gliders,1
sea trial,1
acoustic communications,1
underwater wireless sensor networks,1
underwater acoustic sensor networks,1
trajectory planning,1
rapidly-exploring random trees,1
path planners,1
collision-free paths,1
planning algorithms,1
robot motion planning,1
motion planning algorithms,1
re-planning,1
motion planning problems,1
grasp planning,1
moving obstacles,1
global path planning,1
optimal path planning,1
planning under uncertainty,1
nonholonomics,1
industrial manipulators,1
potential field methods,1
multi-robot teams,1
multi-robot cooperation,1
multi-robot coordination,1
multi-robot exploration,1
swarm robots,1
robotic swarms,1
robot swarms,1
swarm of robots,1
path-planning algorithm,1
assembly planning,1
assembly tasks,1
robot navigation,1
mobile robotics,1
joint space,1
serial manipulators,1
kinematic redundancy,1
redundancy resolution,1
planar manipulator,1
static environment,1
heuristic search algorithms,1
self-reconfigurable,1
reconfigurable robot,1
heuristic search methods,1
planar robots,1
robot fingers,1
robot localization,1
mobile robot localization,1
welding robots,1
monte carlo localization,1
flexible joints,1
flexible links,1
flexible robots,1
planar parallel manipulators,1
flexible arm,1
localization system,1
robot pose,1
visual servo control,1
odometry,1
impedance controllers,1
force tracking,1
force feedback devices,1
haptic rendering,1
computed torque control,1
rotor resistances,1
electromagnetic torques,1
stator flux,1
voltage vectors,1
dtc,1
flux linkages,1
compliant joints,1
servo system,1
automatic tracking,1
position controller,1
dc servomotors,1
fuzzy sliding mode control,1
chattering phenomenon,1
finite-time convergence,1
finite-time control,1
chattering,1
reaching law,1
equivalent control,1
second-order sliding-mode control,1
sliding motions,1
switching surfaces,1
variable structure controller,1
sliding mode variable structure control,1
trajectory tracking control,1
backstepping controller,1
unscented particle filters,1
ukf,1
unscented transformations,1
unscented kalman filtering,1
interacting multiple model,1
motion controller,1
contact points,1
contact models,1
robotic hand,1
multifingered hands,1
robotic grasping,1
hand model,1
dexterous manipulation,1
grasped object,1
grasping force,1
under-actuation,1
human-robot cooperation,1
dexterous hands,1
robotic finger,1
speed measurement,1
speed controller,1
step response,1
load torques,1
tms320f2812,1
conventional-pi controller,1
robust performance,1
hammerstein system,1
strong nonlinearity,1
system nonlinearities,1
nonlinear schrodinger equation,1
space manipulators,1
compliance control,1
fuzzy pid-control,1
fuzzy-pid control,1
proportional integral derivative controllers,1
frequency control,1
load control,1
pid tuning,1
pid controller design,1
proportional integral derivatives,1
conventional pid,1
tuning method,1
set-point tracking,1
integer order,1
fractional-order controllers,1
controller parameter,1
proportional-integral,1
pi control,1
proportional integral controllers,1
active disturbance rejection controls,1
extended state observer,1
periodic disturbances,1
reference-tracking,1
adaptive pid,1
proportional integral derivative control,1
iterative learning,1
varactor diodes,1
wavelength tuning,1
wide tuning range,1
offset frequencies,1
phase noise performance,1
pll,1
chaotic oscillators,1
oscillistors,1
cross-coupled,1
control voltages,1
frequency dividers,1
output frequency,1
sige hbts,1
local oscillators,1
1db compression point,1
control loop,1
conventional controllers,1
intelligent mechatronics,1
feed-forward controllers,1
machine learnings,1
interactive robot,1
obstacle avoidance algorithms,1
collision detection algorithm,1
bounding volume hierarchies,1
bounding volume,1
collision response,1
cloth simulation,1
collision avoidance systems,1
tag collision,1
dynamic optimization problems,1
dynamic optimization problem (dop),1
forward kinematics,1
forward and inverse kinematics,1
inverse kinematics problem,1
inverse kinematics solutions,1
loop closure,1
kinematics analysis,1
motion picture editing machines,1
kinematic chain,1
three degrees of freedom,1
singular configurations,1
type synthesis,1
serial robots,1
moving platform,1
mobility analysis,1
position analysis,1
workspace analysis,1
actuation redundancy,1
redundant actuation,1
dimensional synthesis,1
people with disabilities,1
disabled people,1
smart materials,1
shape memory polymers,1
autonomous navigation systems,1
navigation algorithms,1
pedestrian navigation systems,1
imu,1
inertial measurements,1
angular rate,1
linear accelerations,1
sins,1
ranging systems,1
laser ranging,1
ranging errors,1
range estimation,1
mechanical design,1
design and control,1
remote environment,1
slam algorithm,1
fast-slam,1
rao-blackwellized particle filter,1
simultaneous localization and mapping problems,1
monocular slam,1
vibrotactile feedback,1
tactile sensation,1
haptic display,1
action unit,1
keyboard,1
elastic deformation,1
haptic i/o,1
surgical simulation,1
haptic sensation,1
haptic guidance,1
needle insertion,1
force-feedback,1
haptic systems,1
haptic perception,1
real scenes,1
ar system,1
ar application,1
adams,1
adams software,1
robot control systems,1
ego-motion estimation,1
teleoperated,1
sound source separation,1
two microphones,1
distribution grid,1
electrical grids,1
vehicle to grids,1
real time pricing,1
electric grids,1
demand response programs,1
demand-side,1
meter readings,1
distributed energy resources,1
reverberant environment,1
acoustic scattering,1
sound signal,1
autonomous driving,1
human drivers,1
acoustic wave velocity measurement,1
speaker localization,1
hands-free,1
delay and sums,1
multiple beam,1
acoustic holography,1
slave robot,1
telesurgery,1
telerobotic systems,1
autonomous underwater vehicles (auv),1
underwater robotics,1
surface vehicles,1
depth control,1
underwater sensors,1
situation-aware,1
situation assessment,1
act-r,1
cognitive maps,1
cognitive modelling,1
cognitive wireless networks,1
interference temperature,1
channel switching,1
dynamic spectrum sharing,1
secondary user,1
channel selection,1
decode-and-forward relaying,1
compress and forward,1
decode-and-forward relay,1
relaying strategy,1
half-duplex relay,1
power control game,1
ieee 802.11 distributed coordination functions,1
ieee 802.11 wireless networks,1
ieee 802.11 wireless lan,1
802.11 networks,1
binary exponential backoff,1
doherty amplifiers,1
drain efficiency,1
fast handoff,1
contention window size,1
transmission opportunities,1
total transmit power,1
transmit power control,1
power control schemes,1
power allocation algorithms,1
radio access technologies,1
radio resource allocation,1
data channels,1
multi-channel mac,1
distributed channels,1
dynamic spectrum management,1
gnu radio,1
feedback bits,1
feedback scheme,1
feedback rates,1
codebook design,1
grassmannian,1
feedback load,1
channel state information feedbacks,1
mu-mimo systems,1
precoder design,1
linear precoders,1
imperfect csi,1
partial csi,1
partial channel state information,1
channel state,1
opportunistic relaying,1
cooperative wireless networks,1
selection scheme,1
multi relays,1
two-way relay networks,1
two-way relay channels,1
analog network coding,1
relaying systems,1
outage analysis,1
outage capacity,1
csi,1
multiple-input multiple-output channels,1
transmit beamforming,1
robust beamforming,1
mimo broadcast channels,1
non-regenerative,1
time division duplex,1
ergodics,1
imperfect channel estimation,1
inter-user interference,1
multi-user mimo downlinks,1
user scheduling,1
broadcasting antennas,1
multiple input single outputs,1
artificial noise,1
confidential message,1
perfect secrecy,1
decode-and-forward protocols,1
self-interferences,1
direct links,1
relay links,1
asymptotic expressions,1
distributed beamforming,1
multi-hop relay networks,1
multiple access relay channel,1
cooperative schemes,1
equal power allocation,1
precoding matrix,1
downlink systems,1
dirty paper coding,1
channel inversion,1
sum capacity,1
weighted sum-rate,1
sum-capacity,1
strong interference,1
channel coefficient,1
achievability,1
transmit antenna selection,1
mimo transmission,1
transceiver design,1
base station cooperation,1
pre-coding,1
semidefinite relaxation,1
memoryless,1
gaussian broadcast channel,1
gaussian multiple-access channels,1
achievable region,1
dirty-paper coding,1
multicell system,1
multi-cell networks,1
fractional frequency reuse,1
coordinated beamforming,1
mimo channel models,1
channel gains,1
multi-antenna relay,1
multi-antenna systems,1
stackelberg equilibrium,1
stackelberg,1
retail price,1
cooperative protocols,1
cooperative diversity systems,1
symbol error rate,1
pair-wise error probability,1
ieee802.21,1
handover decision,1
seamless mobility,1
mobile security,1
heterogeneous cellular networks,1
poisson point process,1
location area,1
paging,1
signaling costs,1
mobility management scheme,1
pmipv6,1
local mobility,1
mobility management protocol,1
hierarchical mobile ipv6,1
micro-mobility,1
hand-off delay,1
handover schemes,1
handover process,1
seamless handover,1
mobile router,1
home agents,1
mobility supports,1
handoff decision,1
next-generation wireless network,1
binding update,1
access routers,1
ip mobility,1
mobile systems,1
ad hoc wireless networks,1
transmission power control,1
topology control algorithms,1
timetabling problem,1
superframe,1
packet transmissions,1
carrier sense multiple access with collision avoid,1
csma,1
carrier sensing,1
carrier sense,1
medium access,1
ieee 802.15.4 networks,1
intermediate node,1
wireless multicast,1
optical access,1
optical line terminals,1
central offices,1
access technology,1
reflective semiconductor optical amplifier,1
broad-band access networks,1
ftth,1
fiber-wireless,1
pon system,1
fiber to the home,1
remote node,1
dba,1
next generation networks,1
40 gb/s,1
wi fi networks,1
wi-fi signals,1
vehicular applications,1
safety messages,1
vehicle density,1
vehicle mobility,1
wireless access points,1
indoor positioning systems,1
network selection,1
homogeneous network,1
femtocell networks,1
indoor coverage,1
two-tier networks,1
interference problems,1
coverage area,1
mobile client,1
interference range,1
delay tolerant networking,1
dtn routing,1
disruption tolerant networks,1
epidemic routing,1
intermittent connectivity,1
message forwarding,1
delivery delay,1
delay tolerant,1
end-to-end path,1
store and forward,1
probabilistic routing,1
human mobility,1
end-to-end connectivity,1
forwarding algorithms,1
opportunistic networking,1
medium access control layer,1
cross-layer approach,1
tcp throughput,1
sending rate,1
good put,1
wireless network coding,1
opportunistic forwarding,1
multiple access scheme,1
idma,1
orthogonal frequency division,1
correlated sources,1
lte uplink,1
up-link transmissions,1
modulation and coding schemes,1
rate adaptation schemes,1
radio networks,1
proportional fairness,1
handoff call,1
wireless cellular networks,1
mobile cellular networks,1
mobile wimax,1
ieee 802.16e,1
data link layer,1
mobile operators,1
voice services,1
user location,1
mobility modeling,1
network utility maximization,1
perceived video quality,1
wired and wireless,1
access category,1
802.11e,1
cac,1
call admission,1
call dropping probability,1
transport layer protocols,1
bandwidth request,1
wimax standards,1
wimax technology,1
mesh mode,1
worldwide interoperability for microwave access,1
frequency reuse factor,1
wireless metropolitan area networks,1
service class,1
stream control transmission protocols,1
wireless mesh network (wmn),1
radio interface,1
terrestrial networks,1
3g mobile communication systems,1
4g,1
3g cellular networks,1
3g mobile,1
dynamic topologies,1
reactive routing protocol,1
on-demand routing protocol,1
black hole attack,1
routing overheads,1
olsr protocols,1
node mobility,1
mobile ad hoc,1
data packet,1
multicast routing protocol,1
low mobility,1
wireless mobile ad-hoc networks,1
control overhead,1
random waypoints,1
manhattans,1
group mobility,1
node movement,1
multipath routing protocols,1
dynamic source routing protocol,1
dsr protocol,1
control packets,1
routing mechanism,1
misbehaving nodes,1
service discovery protocol,1
qos routing protocol,1
number of hops,1
broadcast protocols,1
manet routing,1
ns2,1
route requests,1
self-configuring,1
route maintenance,1
route discovery process,1
node-disjoint,1
multiple routes,1
geographic forwarding,1
vehicular ad hoc network,1
manets,1
trust degree,1
trust level,1
trust management systems,1
trust modeling,1
infrastructure services,1
efficient routing,1
geographic routing protocols,1
greedy forwarding,1
greedy routing,1
routing information,1
dynamic network topology,1
internet gateway,1
ns-2 simulations,1
broadcasting algorithm,1
packet drops,1
next-hop,1
multi hop communication,1
warning messages,1
leader election,1
single path,1
vehicular ad-hoc networks,1
vehicular ad hoc network (vanet),1
security attacks,1
qos routing algorithms,1
optical wdm networks,1
rwa,1
physical impairments,1
wavelength division multiplexing networks,1
quality of transmission,1
burst loss,1
core nodes,1
burst assembly,1
optical bursts,1
contention resolution,1
optical circuit switching,1
deflection routing,1
fiber delay lines,1
edge nodes,1
optical packets,1
optical packet switches,1
optical buffering,1
wavelength conversion,1
wdm mesh network,1
network survivability,1
spare capacity,1
data planes,1
generalized multiprotocol label switching,1
dynamic traffic,1
ubiquitous networks,1
ubiquitous systems,1
mobile satellite communication,1
single antenna,1
mobile handsets,1
base station antennas,1
distributed antennas,1
das,1
antenna performance,1
pifa,1
mimo antenna,1
omnidirectional radiation pattern,1
cpw-fed,1
low-profile antennas,1
fr4 substrates,1
ultra-wideband antennas,1
circularly polarized antennas,1
ultrawideband applications,1
band-notched,1
antenna gains,1
ultra wide-band antennas,1
antenna element,1
dual-band operations,1
dual band antennas,1
wlan applications,1
antenna diversity,1
ims learning design,1
insulating layers,1
location data,1
location-aware,1
location-based applications,1
wireless communication systems,1
network performances,1
sensor node (sn),1
packet delay,1
bit errors,1
routing schemes,1
network services,1
multicast sessions,1
group memberships,1
dynamic groups,1
sms messages,1
delay sensitive,1
mobile sensor node,1
handover algorithms,1
bandwidth allocation algorithms,1
bandwidth allocation scheme,1
self-deployment,1
service delivery platform,1
iptv systems,1
internet protocol television,1
sip protocol,1
sip server,1
rtp,1
signaling protocol,1
multimedia sessions,1
3gpp,1
ultra-wideband technology,1
uwb communication,1
ultra-wideband radio,1
mb-ofdm uwb,1
multiband ofdm,1
ultra-wideband pulse,1
ultra wideband radars,1
ultra-wideband channels,1
ultra-wideband signal,1
ultra wideband communication systems,1
direct sequence,1
particle beam injection,1
wimedia,1
printed monopole antennas,1
planar monopole antenna,1
monopole,1
operating bands,1
wlan bands,1
impulse radio ultra-wideband,1
transmitted reference,1
ultra wideband impulse radio,1
time-hopping,1
uwb systems,1
channel measurements,1
gaussian pulse,1
pulse repetition frequencies,1
uwb transmitter,1
pulse shapes,1
ieee 802.15.3a,1
low data rates,1
microstrip band-pass filter,1
defected ground structures,1
microstrip structures,1
microstrip transmission lines,1
coaxial line,1
wban,1
wearable antennas,1
cpw,1
dielectric resonator antennas,1
h-planes,1
feed line,1
cst microwave studio,1
simulation and measurement,1
channel modeling,1
imaging algorithm,1
density evolution,1
trapping sets,1
extrinsic information transfer charts,1
bicm-id,1
iterative detection,1
binary erasure channel,1
coded modulation,1
iterative decoder,1
shannon limit,1
multicarrier code-division multiple access,1
free distance,1
concatenated coding,1
multi carrier code-division multiple-access system,1
parity bits,1
turbo equalizers,1
channel code,1
additive white gaussian noise channel,1
qc ldpc codes,1
quasi-cyclic ldpc codes,1
irregular ldpc codes,1
iterative decoding algorithm,1
sum-product algorithm,1
channel decoding,1
block lengths,1
direct sequence code division multiple access syst,1
convolutional encoders,1
multicarrier code division multiple access,1
persistent surveillance,1
remote servers,1
high capacity,1
shared secrets,1
network strategy,1
contention-free,1
tcp variants,1
virtual network embedding,1
embedding problems,1
virtual link,1
virtual resource,1
physical network,1
network life-time,1
computation overheads,1
network codes,1
coded packet,1
authentication and key agreements,1
multimedia stream,1
admission control algorithms,1
packet loss ratio,1
packet loss probability,1
mesh routers,1
mesh nodes,1
channel assignment scheme,1
channel diversity,1
channel assignment problem,1
efficient channels,1
mobile payment,1
td-scdma systems,1
frequency hopping spread spectrum,1
direct sequence spread spectrum,1
broadband access,1
cellular,1
distributed power control,1
power control algorithm,1
power control problem,1
power controlled,1
wireless transceiver,1
bluetooth networks,1
single-hop,1
multihop transmission,1
personal area networks,1
home networking,1
real-time videostreaming,1
network paths,1
underwater networks,1
torus,1
network interface,1
network latencies,1
radio signals,1
wireless video transmission,1
diversity gains,1
video packets,1
video delivery,1
video applications,1
wireless video streaming,1
erasure coding,1
multicast capacity,1
anycast routing,1
streaming service,1
land mobile radio cellular systems,1
wireless cellular systems,1
dvb-rcs,1
leo satellite networks,1
service layers,1
orthogonal channels,1
dynamic channel assignment,1
short message service,1
joint power,1
power allocation strategies,1
total power,1
multiuser scheduling,1
opportunistic beamforming,1
multiuser system,1
channel characteristics,1
delay spread,1
underwater communication,1
blind equalization algorithm,1
underwater channels,1
acoustic channels,1
voice traffic,1
cooperative localization,1
delta sigma modulator,1
amc,1
3rd generation partnership project (3gpp),1
third generation partnership project (3gpp),1
optical wireless systems,1
malicious behavior,1
adaptive routing algorithm,1
deterministic routing,1
message latency,1
wormhole routing,1
roadsides,1
ieee 802.11p,1
traffic densities,1
v2v communications,1
v2v,1
vehicle ad-hoc networks,1
dsrc,1
continuously variable transmission,1
centroidal voronoi tessellation,1
automatic transmission,1
broadcast algorithm,1
energy-aware routing,1
multi-hop routing,1
unicast routing,1
node-disjoint paths,1
multiple paths,1
omnidirectional mobile robot,1
stochastic hybrid systems,1
anchor nodes,1
sink nodes,1
wsn (wireless sensor network),1
6lowpan,1
sensor network applications,1
key distribution schemes,1
key management protocols,1
key management schemes,1
pairwise key,1
node capture attack,1
re-keying,1
three-party,1
perfect forward secrecy,1
security attributes,1
password-authenticated key exchange,1
key-compromise impersonation,1
authenticated key exchange protocols,1
password guessing attack,1
key agreement protocol,1
heterogeneous sensor networks,1
cryptographic key,1
storage overhead,1
lr-wpans,1
zigbee networks,1
clustering protocol,1
cluster-head nodes,1
energy-balanced,1
low-energy adaptive clustering hierarchies,1
resource-constrained,1
beacon nodes,1
wsns,1
failed nodes,1
energy awareness,1
zigbee technology,1
802.15.4,1
sink mobility,1
idle listening,1
heterogeneous wireless sensor networks,1
wearable sensors,1
micro and nano systems,1
mems sensors,1
cluster nodes,1
lifetime maximization,1
cluster formations,1
cluster-based routing,1
intercluster communication,1
clustered wireless sensor networks,1
in-network data aggregation,1
aggregation schemes,1
range-based,1
localization schemes,1
dv-hop,1
distributed localization,1
clock drift,1
centralized algorithms,1
energy savings,1
conserve energy,1
sleep scheduling,1
received signal strength indicators,1
range measurements,1
trilateration,1
reference nodes,1
target localization,1
key predistribution scheme,1
acoustic sensors,1
wireless cameras,1
sensor web enablement,1
energy efficient routing,1
clustering scheme,1
limited energy resource,1
energy supplies,1
distributed sensor networks,1
sensing systems,1
energy crisis,1
reducing energy consumption,1
low energy consumption,1
synchronization scheme,1
timestamping,1
clock offset,1
frequency synchronization,1
grid-based,1
keys (for locks),1
active mode,1
power saving mechanism,1
sleep state,1
communication bandwidth,1
self-organizing systems,1
self-organize,1
self-managing,1
self organizing map,1
intra-cluster,1
gateway nodes,1
target position,1
tracking application,1
single sensor,1
quality of information,1
localization performance,1
received signal strength indication,1
tdma scheduling,1
aal,1
surveillance applications,1
load-balanced,1
distributed compression,1
storage nodes,1
spatial and temporal correlation,1
localization technique,1
target classification,1
acoustic equipment,1
sybil attack,1
multicast routing algorithms,1
qos multicast routing,1
multicast algorithms,1
multicast routing protocols,1
multicast trees,1
ip lookup,1
routing scalability,1
routing strategies,1
multicast protocols,1
power management (telecommunication),1
wsn applications,1
symmetric keys,1
total energy consumption,1
high energy consumption,1
energy optimization,1
energy consumption model,1
star topology,1
data compression algorithms,1
embedded technology,1
dijkstra,1
iot,1
smart objects,1
web of things,1
m2m,1
smart cities,1
electronic product codes,1
isi channels,1
isi,1
slot assignment,1
user authentication scheme,1
shortest path routing,1
tracking accuracy,1
target tracking algorithm,1
wireless technology,1
mobile base station,1
packet latencies,1
energy-conserving,1
energy scavenging,1
multipath routing algorithms,1
rf signal,1
positioning methods,1
